Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Sales growth,Profit growth,Operating profit growth,TTM Result Date,EPS,EPS latest quarter,EPS growth 3Years,Debt to equity,Interest Coverage Ratio
Bank of Maha,532525,MAHABANK,INE457A01014,Banks,Public Sector Bank,80.80,8.18,62147.69,2.72,2023.32,34.50,8034.65,13.90,6.03,15.83,31.03,24.86,202606.00,9.80,2.63,33.11,10.74,1.52
BCL Enterprises,539621,,INE368E01023,Finance,Non Banking Financial Company (NBFC),0.73,,8.51,0.00,-4.09,-1804.17,0.93,102.17,-12.00,-71.18,-1500.00,-1207.46,202606.00,-0.88,-0.35,,9.52,-2.56
Bhilwara Spinner,514272,,INE436C01014,Textiles & Apparels,Other Textile Products,129.85,13.60,117.56,0.00,1.91,189.25,33.84,1167.42,5.85,578.92,515.87,724.26,202606.00,9.89,2.11,130.32,2.07,1.88
Bilcare,526853,BI,INE986A01012,Healthcare Services,"Healthcare Research, Analytics & Technology",97.90,11.59,230.51,0.00,14.97,473.06,225.86,21.20,5.56,-0.93,247.68,89.91,202606.00,6.23,5.39,37.27,3.15,0.97
Birla Cotsyn,533006,,INE655I01032,Textiles & Apparels,Other Textile Products,14.97,,395.74,0.00,-1.90,52.62,15.41,,-24.77,,-43.97,-100.34,202606.00,-0.65,-0.07,,2.30,-6.20
Brand Concepts,543442,BCONCEPTS,INE977Y01011,Retailing,Speciality Retail,154.80,107.96,193.21,0.00,-2.83,-4.04,79.57,10.99,7.26,21.40,-21.15,13.84,202606.00,0.83,-2.27,-49.04,2.20,1.08
BSL,514045,BSL,INE594B01012,Textiles & Apparels,Other Textile Products,120.05,34.03,123.57,0.66,1.72,265.96,169.72,7.41,5.99,1.12,-42.56,-9.54,202606.00,3.53,1.67,-50.61,3.66,1.14
C J Gelatine,507515,,INE557D01015,Chemicals & Petrochemicals,Specialty Chemicals,26.28,27.47,12.64,0.00,0.14,200.00,10.65,26.18,6.53,8.55,355.56,87.50,202606.00,0.96,0.29,-2.99,6.06,1.37
Can Fin Homes,511196,CANFINHOME,INE477A01020,Finance,Housing Finance Company,784.95,9.23,10451.93,1.90,267.82,19.63,1096.15,7.43,9.14,8.18,28.17,8.41,202606.00,84.84,20.11,20.47,6.40,1.53
Canara Bank,532483,CANBK,INE476A01022,Banks,Public Sector Bank,122.40,5.60,111024.74,3.44,5182.06,3.48,32957.16,4.55,6.52,3.11,7.47,20.33,202606.00,21.89,5.71,17.89,14.28,1.28
Capital Small,544120,CAPITALSFB,INE646H01017,Banks,Other Bank,272.00,8.22,1236.65,1.83,41.30,29.02,288.18,16.63,7.07,16.28,12.75,17.12,202606.00,33.19,9.08,,7.58,1.33
Capri Global,531595,CGCL,INE180C01042,Finance,Non Banking Financial Company (NBFC),255.60,21.81,24592.70,0.08,353.38,102.05,1576.48,57.05,11.67,50.16,95.19,55.81,202606.00,11.72,3.67,58.40,3.35,1.78
Caprihans India,509486,,INE479A01018,Industrial Products,Plastic Products - Industrial,116.50,,205.26,0.00,7.01,151.73,220.16,21.04,2.15,-0.34,49.83,112.54,202606.00,-20.05,3.98,-39.36,3.01,0.64
Carnation Inds.,530609,,INE081B01028,Industrial Products,Other Industrial Products,103.17,,35.67,0.00,-0.52,-477.78,0.00,,8.90,,38.46,171.76,202606.00,-1.62,-1.50,7.89,9.08,0.85
Cedaar Textile,,CEDAAR,INE11J101017,Textiles & Apparels,Other Textile Products,12.00,,16.66,0.00,-75.20,-1180.46,81.83,-36.92,-50.96,-21.40,-665.61,-359.73,202603.00,-51.43,-54.18,,2.22,-8.90
Ceenik Exports,531119,,INE418D01010,Consumer Durables,"Gems, Jewellery And Watches",234.00,,94.06,5.34,1.35,135.53,0.00,,-18.67,,72.04,-23.46,202606.00,-10.62,3.36,,2.47,-2.91
Celebrity Fash.,532695,CELEBRITY,INE185H01016,Textiles & Apparels,Garments & Apparels,6.88,,44.42,0.00,-2.37,64.78,26.42,-35.04,-12.31,-7.00,30.86,48.29,202606.00,-1.85,-0.37,,6.05,-0.91
Central Bank,532885,CENTRALBK,INE483A01010,Banks,Public Sector Bank,30.50,6.09,27606.76,3.95,1324.61,8.00,9725.90,12.79,5.64,9.45,8.25,17.92,202606.00,5.04,1.46,37.12,12.41,1.29
Centrum Capital,501150,CENTRUM,INE660C01027,Finance,Other Financial Services,21.64,,1053.51,0.00,-148.81,-563.53,911.98,7.76,7.33,0.53,-230.93,-26.57,202606.00,-4.62,-1.90,-16.97,51.52,0.69
Chaman Metallics,,CMNL,INE06PV01010,Ferrous Metals,Sponge Iron,110.00,,265.48,0.00,-1.62,-78.12,344.75,326.41,5.37,214.36,-118.09,163.00,202603.00,-1.73,-0.67,,4.62,0.90
Chola Financial,504973,CHOLAHLDNG,INE149A01033,Finance,Investment Company,1504.35,10.56,28248.27,0.09,1788.99,39.32,11113.57,19.55,9.75,17.54,21.10,16.06,202606.00,142.12,42.92,23.71,13.61,1.54
Cholaman.Inv.&Fn,511243,CHOLAFIN,INE121A01024,Finance,Non Banking Financial Company (NBFC),1787.50,26.52,152664.30,0.11,1656.22,45.56,8856.29,21.87,9.71,19.64,29.14,17.46,202606.00,67.80,19.43,23.76,6.93,1.51
Chrome Silicon,513005,,INE114E01013,Ferrous Metals,Ferro & Silica Manganese,39.50,,64.76,0.00,-2.20,-2.33,1.74,625.00,-17.41,-93.33,87.87,78.82,202606.00,-6.03,-1.34,,2.27,-493.50
Cian Healthcare,542678,,INE05BN01027,Pharmaceuticals & Biotechnology,Pharmaceuticals,15.48,,38.70,0.00,-17.97,37.58,16.98,42.69,-15.51,-8.03,26.78,-5.17,202603.00,-9.32,-7.19,,3.36,-43.91
City Union Bank,532210,CUB,INE491A01021,Banks,Private Sector Bank,225.80,15.91,22372.01,0.88,382.57,25.06,1984.99,23.65,6.74,19.81,20.41,19.46,202606.00,14.17,3.86,12.00,7.92,1.42
CLC Industries,521082,CLCIND,INE376C01038,Textiles & Apparels,Other Textile Products,47.67,,49.55,0.00,0.48,112.47,30.42,-81.85,-5.35,10.75,57.79,86.40,202606.00,-4.27,0.46,,56.35,0.22
Clean Max Enviro,544717,CLEANMAX,INE647U01026,Power,Power Generation,1296.90,97.17,15242.74,0.00,55.18,441.69,832.16,106.83,6.16,27.89,120.98,25.65,202606.00,14.05,4.14,-71.06,2.73,1.31
Comrade Applian.,543921,,INE0NXA01015,Consumer Durables,Consumer Electronics,35.00,,27.22,0.00,-2.49,-206.41,15.26,-62.32,-14.96,-47.46,-1884.91,-158.59,202603.00,-12.16,-3.20,,2.89,-4.68
Cosmo Ferrites,523100,,INE124B01018,Industrial Manufacturing,Industrial Products,195.95,,235.73,0.00,0.99,1880.00,28.98,7.65,4.46,11.57,90.05,65.54,202606.00,-0.53,0.82,,3.00,0.90
CreditAcc. Gram.,541770,CREDITACC,INE741K01010,Finance,Microfinance Institutions,1408.00,18.69,22596.25,0.00,493.39,719.72,1783.49,21.92,9.98,11.86,524.34,62.92,202606.00,75.60,30.79,-2.81,3.01,1.82
Crimson Metal,526977,,INE318P01016,Industrial Products,Iron & Steel Products,24.84,73.33,11.00,0.00,0.03,50.00,1.99,-1.97,7.92,-18.74,36.36,-3.63,202606.00,0.34,0.07,-24.09,4.37,1.09
CSB Bank,542867,CSBBANK,INE679A01013,Banks,Private Sector Bank,298.40,7.81,5176.79,0.00,150.04,26.51,1287.32,23.67,7.05,24.84,10.94,28.47,202606.00,38.31,8.65,4.94,10.50,1.30
DCB Bank,532772,DCBBANK,INE503A01015,Banks,Private Sector Bank,223.25,9.11,7192.69,0.63,213.20,35.57,1984.31,9.41,7.40,11.48,22.81,13.58,202606.00,24.59,6.62,14.93,12.04,1.21
Delta Manufact.,504286,DELTAMAGNT,INE393A01011,Industrial Products,Other Industrial Products,56.90,,61.75,0.00,-0.31,79.19,19.08,33.24,-0.45,12.84,64.78,74.11,202606.00,-9.71,-0.29,24.49,17.29,0.35
Dev Accele.,544513,DEVX,INE0VOV01021,Commercial Services & Supplies,Diversified Commercial Services,33.40,27.41,316.07,0.00,1.50,1038.46,53.77,-3.34,11.92,9.17,26.18,13.19,202606.00,1.12,0.16,25.99,2.05,1.35
Devyani Intl.,543330,DEVYANI,INE872J01023,Leisure Services,Restaurants,136.85,,16872.85,0.00,17.11,277.58,1580.52,16.47,4.75,14.72,31.40,12.11,202606.00,-0.22,0.12,,2.49,0.94
Dhanlaxmi Bank,532180,DHANBANK,INE680A01011,Banks,Private Sector Bank,29.78,10.15,1175.40,0.00,24.91,104.52,449.36,22.19,5.81,21.80,33.01,28.54,202606.00,2.93,0.63,28.26,13.39,1.16
East India Drums,523874,,INE191C01023,Commercial Services & Supplies,Trading & Distributors,94.60,29.43,139.76,1.59,1.35,6.30,63.45,-3.60,19.53,-12.42,17.00,3.46,202606.00,3.22,0.91,198.51,2.57,1.76
Ebix,531035,EBIX,INE432F01032,Automobiles,2/3 Wheelers,19.12,,409.73,0.00,82.00,92.94,573.24,-5.08,5.95,61.56,-20.56,35.45,202603.00,-19.97,-1.54,,17.75,0.41
Edelweiss.Fin.,532922,EDELWEISS,INE532F01054,Finance,Holding Company,128.90,19.32,12200.98,1.10,134.37,83.05,2328.50,3.69,14.10,13.98,54.83,-10.50,202606.00,6.36,1.29,22.98,4.02,1.40
Elgi Rubber Co,,ELGIRUBCO,INE819L01012,Industrial Products,Rubber,56.40,,282.58,0.00,40.85,293.38,70.09,-18.10,-12.92,-5.89,-202.11,-1942.25,202606.00,-39.54,8.16,,4.13,-1.57
Energy Devl.Co.,532219,ENERGYDEV,INE306C01019,Power,Power Generation,15.03,297.48,71.38,0.00,-1.81,-209.70,6.34,-38.39,14.27,16.65,101.26,28.60,202606.00,-0.78,-0.38,-32.24,35.16,1.61
Energy InfrTrust,542543,,INE05KD23015,Gas,Gas Transmission/Marketing,72.80,60.64,4833.92,31.63,-6.55,-120.73,1095.12,12.93,5.39,-1.95,426.16,12.86,202606.00,1.20,-0.10,-40.87,13.32,1.16
Equitas Sma. Fin,543243,EQUITASBNK,INE063P01018,Banks,Other Bank,71.80,16.08,8214.87,0.00,183.61,182.06,1960.40,18.89,6.43,10.00,598.16,48.15,202606.00,4.47,1.61,-44.20,8.54,1.19
ESAF Small Fin,544020,ESAFSFB,INE818W01011,Banks,Other Bank,38.62,,1993.20,0.00,80.08,198.60,1097.77,32.54,5.65,3.91,99.16,129.52,202606.00,-0.10,1.55,,16.01,0.99
F A C T,590024,FACT,INE188A01015,Fertilizers & Agrochemicals,Fertilizers,760.20,,49190.37,0.03,-61.94,-1547.20,1253.40,20.20,4.93,32.05,-230.58,-91.21,202606.00,-1.64,-0.96,,2.95,0.55
Fedbank Financi.,544027,FEDFINA,INE007N01010,Finance,Non Banking Financial Company (NBFC),155.00,15.20,5814.04,0.00,114.38,52.49,669.93,29.68,9.06,13.41,66.53,23.13,202606.00,10.23,3.05,15.51,4.67,1.55
Federal Bank,500469,FEDERALBNK,INE171A01029,Banks,Private Sector Bank,341.65,18.04,84469.43,0.35,1302.49,36.78,7861.58,9.94,6.39,6.50,15.64,1.71,202606.00,19.01,5.09,5.45,8.66,1.36
Finkurve Fin.,508954,FINKURVE,INE734I01027,Finance,Non Banking Financial Company (NBFC),74.01,35.32,1037.21,0.00,8.44,65.82,75.10,88.31,10.30,59.57,62.23,132.34,202606.00,2.10,0.60,18.08,2.46,1.57
Fino Payments,543386,FINOPB,INE02NC01014,Banks,Other Bank,137.45,46.82,1143.84,0.00,-13.72,-177.25,72.23,18.43,4.41,23.01,-71.58,28.62,202606.00,2.52,-1.65,-6.95,4.86,1.28
Flex Foods,523672,,INE954B01018,Agricultural Food & other Products,Other Agricultural Products,45.50,,56.64,1.11,-1.32,89.81,59.74,47.54,-5.20,40.02,49.60,224.79,202606.00,-16.18,-1.06,,33.36,-0.05
Flexituff Vent.,533638,FLEXITUFF,INE060J01017,Textiles & Apparels,Other Textile Products,2.25,,7.36,0.00,-15.68,14.46,0.00,-100.00,-26.79,-97.41,-80.44,46.20,202606.00,-40.29,-4.78,2.45,16.17,-1.32
Fusion Finance,543652,FUSION,INE139R01012,Finance,Microfinance Institutions,188.80,18.20,3056.89,0.00,62.41,167.65,458.17,3.59,5.92,-18.05,113.15,239.06,202606.00,10.44,3.86,-67.04,2.27,1.17
Fynx Capital,507962,,INE455H01021,Finance,Non Banking Financial Company (NBFC),5.68,,113.60,0.00,-1.98,-247.37,3.94,704.08,-11.93,1178.57,-101.68,-100.00,202606.00,-0.24,-0.10,,2.99,-2.36
G-Tec Janix,,GTECJAINX,INE586X01012,Other Consumer Services,E-Learning,29.31,,29.86,0.00,0.30,100.00,2.25,-10.36,-36.32,-4.11,77.43,78.46,202606.00,-0.71,0.29,,2.39,-24.00
Gamco Ltd,540097,,INE890S01026,Finance,Other Financial Services,46.00,,248.53,0.22,32.70,125.21,110.79,112.81,-9.04,395.08,-2653.33,-158.93,202606.00,-4.96,6.05,,2.09,-0.37
Gensol Engineer.,542851,GENSOL,INE06H201014,Electrical Equipment,Other Electrical Equipment,17.00,0.65,65.36,0.00,17.86,32.52,344.51,56.42,14.33,74.22,111.15,87.37,202412.00,27.04,4.45,152.94,2.33,1.58
GIC Housing Fin,511676,GICHSGFIN,INE289B01019,Finance,Housing Finance Company,135.00,4.63,726.97,3.32,10.04,36.60,266.74,0.52,7.71,1.24,14.88,3.84,202606.00,29.19,1.86,-9.74,4.33,1.29
Global Vectra,532773,GLOBALVECT,INE792H01019,Transport Services,Airline,129.30,,181.02,0.00,-11.85,-25.66,130.71,1.05,-2.11,-1.58,-818.23,-53.28,202606.00,-24.79,-8.46,-13.02,21.69,-0.32
GMR Urban,543490,GMRP&UI,INE0CU601026,Power,Power Generation,91.64,,7157.25,0.00,-35.38,48.83,1705.18,3.44,11.96,15.79,-95.27,16.85,202606.00,8.11,-0.53,,6.09,0.94
H P Cotton Tex,502873,,INE950C01014,Textiles & Apparels,Other Textile Products,90.00,11.42,35.27,0.00,1.02,20.00,31.18,-13.17,18.93,-8.62,4.39,-20.80,202606.00,7.88,2.60,29.16,2.03,1.71
H U D C O,540530,HUDCO,INE031A01017,Finance,Financial Institution,169.00,7.98,33832.07,3.53,851.11,35.05,3717.17,26.55,8.41,25.95,52.98,15.61,202606.00,21.26,4.25,33.02,6.45,1.36
HDB FINANC SER,544429,HDBFS,INE756I01012,Finance,Non Banking Financial Company (NBFC),668.50,20.13,55536.63,0.60,785.20,38.31,4937.90,10.58,9.09,11.97,27.72,10.74,202606.00,33.26,9.46,7.36,4.80,1.54
HDFC Bank,500180,HDFCBANK,INE040A01034,Banks,Private Sector Bank,717.50,13.97,1105967.28,1.79,20382.69,18.37,90575.33,3.67,7.02,2.81,11.96,9.95,202606.00,51.35,12.50,6.06,6.21,1.59
Helpage Finlease,539174,,INE738P01015,Finance,Non Banking Financial Company (NBFC),21.99,7.30,21.88,0.00,0.84,7.69,3.33,7.42,12.69,26.67,48.51,23.55,202606.00,3.02,0.84,68.92,5.38,1.54
Hira Automobile,531743,,INE258Z01013,Commercial Services & Supplies,Trading & Distributors,193.00,,53.08,0.00,-1.38,-2860.00,4.78,-78.97,7.53,-32.56,-270.83,-35.86,202606.00,-4.47,-5.01,-30.66,4.22,0.82
Home First Finan,543259,HOMEFIRST,INE481N01025,Finance,Housing Finance Company,1176.60,21.17,12302.47,0.44,159.85,34.45,538.01,18.61,11.13,21.36,40.70,19.57,202606.00,55.84,15.29,25.93,2.43,1.95
I O B,532388,IOB,INE565A01014,Banks,Public Sector Bank,32.54,10.87,62660.95,0.00,1659.24,49.34,8777.57,18.85,6.07,14.86,50.97,17.50,202606.00,2.99,0.86,34.56,10.74,1.33
I R F C,543257,IRFC,INE053F01010,Finance,Financial Institution,79.25,14.46,103567.86,2.60,1927.21,10.40,8261.11,19.46,5.64,4.87,7.79,4.36,202606.00,5.50,1.47,3.42,7.69,1.34
ICICI Bank,532174,ICICIBANK,INE090A01021,Banks,Private Sector Bank,1354.40,17.27,972147.74,0.87,16276.22,13.88,52240.85,6.44,7.18,3.96,6.05,-11.71,202606.00,78.36,21.52,15.61,5.55,1.89
IDBI Bank,500116,IDBI,INE008A01015,Banks,Private Sector Bank,83.01,9.62,89255.63,2.46,2130.57,5.35,7549.28,7.44,5.92,0.92,17.72,9.07,202606.00,8.67,1.98,35.41,5.47,1.76
IDFC First Bank,539437,IDFCFIRSTB,INE092T01019,Banks,Private Sector Bank,85.35,32.68,73586.24,0.29,1074.96,132.39,11051.09,14.61,5.98,12.32,72.08,22.23,202606.00,2.68,1.25,-19.78,7.31,1.14
IIFL Finance,532636,IIFL,INE530B01024,Finance,Non Banking Financial Company (NBFC),582.75,11.82,24872.52,0.68,713.13,189.30,3919.15,32.73,10.87,36.06,168.66,60.99,202606.00,49.44,15.87,3.25,4.97,1.48
Indergiri Fin.,531505,,INE628F01019,Finance,Non Banking Financial Company (NBFC),21.81,,11.04,0.00,-0.73,-114.71,0.27,-18.18,-1.15,0.93,1.67,-46.67,202606.00,-3.50,-1.44,,14.91,-0.38
India Finsec,535667,,INE474O01010,Finance,Non Banking Financial Company (NBFC),240.00,42.69,700.60,0.00,6.89,28.68,28.55,53.66,13.28,29.42,41.22,35.61,202606.00,5.62,1.68,62.54,3.10,1.80
Indian Acrylics,514165,,INE862B01013,Chemicals & Petrochemicals,Petrochemicals,5.80,,78.48,0.00,-1.67,64.62,106.94,24.07,-3.31,3.07,21.55,104.47,202606.00,-1.55,-0.12,,18.14,-0.27
Indian Bank,532814,INDIANB,INE562A01011,Banks,Public Sector Bank,841.80,8.82,113387.45,2.17,3357.44,20.47,18095.14,11.11,6.32,9.53,11.39,9.05,202606.00,94.91,24.92,24.77,10.64,1.41
Indian Renewable,544026,IREDA,INE202E01016,Finance,Financial Institution,109.10,15.62,30648.74,1.20,337.50,36.82,2248.39,15.46,8.69,19.93,25.78,18.41,202606.00,6.99,1.20,20.78,5.65,1.49
IndiGrid Trust,540565,INDIGRID,INE219X23014,Power,Power - Transmission,173.25,34.89,19717.17,3.21,245.94,236.04,1086.66,29.39,7.99,50.96,67.88,13.26,202606.00,6.10,2.55,-10.84,3.52,1.37
Indiqube Spaces,544454,INDIQUBE,INE06ST01018,Commercial Services & Supplies,Diversified Commercial Services,198.45,,4207.10,0.00,-23.88,35.04,422.69,36.66,6.38,38.88,30.42,44.06,202606.00,-4.42,-1.13,,10.12,0.75
Inditrade Cap.,532745,,INE347H01012,Finance,Other Financial Services,2.51,,5.86,0.00,-96.08,-3238.02,-10.25,-124.96,-31.28,-68.12,-3574.11,-449.71,202503.00,-29.31,-25.80,,2.44,-4.88
Indo Gulf Inds.,506945,,INE684U01011,Chemicals & Petrochemicals,Specialty Chemicals,3.12,,2.98,0.00,-2.46,-336.54,45.69,-34.69,3.61,-23.23,-189.26,-97.67,202606.00,-4.52,-2.57,,2.37,-1.27
IndusInd Bank,532187,INDUSINDBK,INE095A01012,Banks,Private Sector Bank,960.90,56.70,74868.06,0.15,1037.05,71.68,11309.94,-7.78,5.68,-6.38,31.08,-8.05,202606.00,16.97,13.31,-50.81,6.73,1.07
Innovative Ideal,541983,,INE492Y01011,Commercial Services & Supplies,Diversified Commercial Services,17.68,,20.12,0.00,-4.81,-310.04,0.01,-99.69,-44.43,-83.23,-967.00,-1078.41,202603.00,-8.22,-4.23,,4.67,-287.67
Interglobe Aviat,539448,INDIGO,INE646L01027,Transport Services,Airline,4800.35,,185613.50,0.20,-238.00,-110.92,24584.10,19.94,5.24,8.96,-147.77,-44.70,202606.00,-124.31,-6.14,,11.15,0.55
J & K Bank,532209,J&KBANK,INE168A01041,Banks,Private Sector Bank,146.45,7.01,16126.83,1.44,428.80,-11.50,3547.48,8.50,5.84,4.78,7.26,9.40,202606.00,20.92,3.89,23.26,10.46,1.39
Jagatjit Inds.,507155,,INE574A01016,Beverages,Breweries & Distilleries,157.00,63.32,734.49,0.00,-8.28,16.13,160.30,77.56,10.48,-29.89,140.26,-99.12,202606.00,2.46,-1.77,23.31,5.76,1.32
Jana Small Finan,544118,JSFB,INE953L01027,Banks,Other Bank,492.45,13.72,5207.75,0.00,155.23,52.29,1514.53,22.08,7.45,18.24,-12.26,12.88,202606.00,36.06,14.74,-15.00,9.31,1.13
Jayatma Industri,531323,,INE250D01017,Textiles & Apparels,Other Textile Products,13.20,,8.15,0.00,-0.61,-154.17,2.71,-23.23,-1.46,-8.25,28.06,52.78,202606.00,-2.28,-0.99,,2.25,-1.29
Johnson Pharma,532154,,INE560F01022,Commercial Services & Supplies,Diversified Commercial Services,0.47,,25.85,0.00,-1.10,-2100.00,0.00,,-104.81,,-10019.05,-47411.11,202606.00,-1.03,-0.02,,48.64,-31.20
JSW Energy,533148,JSWENERGY,INE121E01018,Power,Power Generation,508.50,46.51,93232.63,0.38,532.70,-36.62,5207.13,1.24,8.16,35.37,-7.65,53.96,202606.00,11.12,2.57,16.19,2.50,1.29
Juniper Green,544853,JNPR,INE05C901015,Power,Power Generation,267.00,575.88,15192.24,0.00,33.45,54.22,291.20,81.24,3.30,41.33,-46.37,43.19,202603.00,0.83,0.68,26.66,4.02,1.09
Kaiser Corporat.,531780,,INE229G01022,Commercial Services & Supplies,Trading & Distributors,5.70,,29.99,0.00,-0.74,-40.74,1.31,-57.61,-0.65,-42.29,15.60,24.94,202606.00,-0.23,-0.07,,3.49,-0.45
Kallam Textiles,530201,,INE629F01025,Textiles & Apparels,Other Textile Products,2.00,,10.57,0.00,-19.79,-130.12,71.17,12.29,-4.50,1.80,-57.36,-28.08,202512.00,-12.47,-3.75,,4.65,-0.59
Kalyan Capitals,538778,,INE149Q01021,Finance,Non Banking Financial Company (NBFC),6.60,10.58,34.66,0.00,1.03,-59.22,12.35,39.86,13.25,38.31,-8.64,46.80,202606.00,0.62,0.16,8.30,4.97,1.20
Kalyani Commerc.,,KALYANI,INE610E01010,"Agricultural, Commercial & Construction Vehicles","Dealers-Commercial Vehicles, Tractors, Construction Vehicles",144.99,5.75,14.50,0.00,0.41,-34.92,84.93,-10.65,11.89,35.94,7.23,48.01,202606.00,25.20,4.10,-5.86,4.11,1.40
Karnataka Bank,532652,KTKBANK,INE614B01018,Banks,Private Sector Bank,318.15,8.46,12038.39,1.49,418.95,43.28,2382.65,5.37,6.06,0.47,23.41,3.80,202606.00,38.00,11.08,-2.85,8.63,1.32
Karnavati Financ,538928,,INE554R01020,Finance,Non Banking Financial Company (NBFC),1.40,19.28,14.07,0.00,6.25,1789.19,1.86,745.45,-4.37,526.50,133.64,102.61,202606.00,0.07,0.62,,13.83,1.17
Karur Vysya Bank,590003,KARURVYSYA,INE036D01028,Banks,Private Sector Bank,328.10,11.50,31712.55,0.77,755.70,44.92,3049.42,18.72,7.62,16.02,36.93,21.97,202606.00,28.40,7.82,30.84,8.38,1.58
Kerala Ayurveda,530163,,INE817B01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,174.85,,227.20,0.00,-8.08,-501.01,33.19,16.01,-9.77,11.74,-103.76,-74.07,202606.00,-21.06,-6.14,,7.78,-1.94
KIFS Financial,535566,,INE902D01013,Finance,Non Banking Financial Company (NBFC),110.45,14.33,119.51,1.41,2.04,21.43,12.53,27.73,8.18,26.75,1.21,24.30,202606.00,7.71,1.89,7.68,6.02,1.44
Kinetic Trust,531274,,INE674M01019,Finance,Non Banking Financial Company (NBFC),47.36,122.41,15.91,0.00,0.04,-33.33,0.20,-28.57,5.72,14.38,-53.57,3.20,202606.00,0.39,0.12,51.83,5.55,1.16
Konark Synth,514128,,INE517D01019,Textiles & Apparels,Other Textile Products,43.84,,25.47,0.00,0.07,240.00,11.14,-9.43,4.99,-15.83,49.43,-58.84,202606.00,0.31,0.12,,147.75,0.73
Kotak Mah. Bank,500247,KOTAKBANK,INE237A01036,Banks,Private Sector Bank,413.50,20.59,411335.55,0.16,5480.46,22.55,18354.57,6.41,6.98,5.68,4.59,1.41,202606.00,20.41,5.51,8.89,3.65,1.91
Kumbhat Fin.,526869,,INE795E01019,Finance,Non Banking Financial Company (NBFC),19.59,12.88,10.44,0.00,0.10,-9.09,1.97,34.93,11.77,116.10,-44.14,-2.08,202606.00,1.52,0.19,94.87,3.21,1.29
L&T Finance Ltd,533519,LTF,INE498L01015,Finance,Non Banking Financial Company (NBFC),298.45,23.36,74802.11,0.89,915.99,28.72,5212.92,22.38,8.40,15.24,20.43,16.56,202606.00,12.71,3.60,254.65,3.94,1.61
Lagnam Spintex,,LAGNAM,INE548Z01017,Textiles & Apparels,Other Textile Products,72.80,7.01,128.62,0.00,5.89,198.98,165.86,18.39,10.07,7.69,38.29,8.81,202606.00,10.36,3.33,13.82,2.64,1.86
Lak. Prec. Screw,506079,LAKPRE,INE651C01018,Auto Components,Auto Components & Equipments,5.70,,6.23,0.00,-12.66,30.21,51.35,-16.37,0.28,-6.06,50.33,108.09,201712.00,-30.30,-11.57,-18.06,11.16,0.13
Laxmi India Fin.,544465,LAXMIINDIA,INE06WU01026,Finance,Non Banking Financial Company (NBFC),123.10,11.46,644.95,0.00,16.57,69.43,93.50,34.18,12.72,28.83,44.41,24.38,202606.00,10.81,3.16,,2.87,1.53
Leap India,544865,LEAPIND,INE00GO01025,Commercial Services & Supplies,Diversified Commercial Services,136.15,102.82,5997.87,0.00,24.73,30.23,203.41,19.10,8.34,56.39,123.51,41.44,202603.00,22.15,8.79,63.86,2.12,1.78
Lexus Granito,,LEXUS,INE500X01013,Consumer Durables,"Furniture, Home Furnishing",13.24,,27.53,0.00,-2.67,-530.65,3.56,-80.27,6.89,-37.21,-783.08,-173.17,202606.00,-1.07,-1.28,27.67,3.05,-0.39
LIC Housing Fin.,500253,LICHSGFIN,INE115A01026,Finance,Housing Finance Company,542.90,5.20,29862.96,1.83,1499.03,9.90,7082.59,-1.44,8.59,0.23,4.34,0.78,202606.00,104.33,27.25,24.69,6.70,1.37
Lime Chemicals,507759,,INE891G01011,Chemicals & Petrochemicals,Commodity Chemicals,14.14,,9.20,0.00,0.19,533.33,6.23,236.76,-2.05,35.77,-120.00,69.77,202606.00,-0.03,0.29,,2.67,0.50
M & M Fin. Serv.,532720,M&MFIN,INE774D01024,Finance,Non Banking Financial Company (NBFC),342.55,14.31,47620.96,2.16,927.48,75.43,5717.91,14.57,8.72,13.56,46.24,14.70,202606.00,23.40,6.66,11.83,4.82,1.50
Mac Charles(I),507836,MCCHRLS-B,INE435D01014,Leisure Services,Hotels & Resorts,665.15,,871.35,0.00,-19.41,7.26,32.23,47.84,4.96,305.27,43.94,1156.26,202606.00,-87.60,-14.82,,10.26,0.59
Mahasagar Travel,526795,,INE007G01014,Transport Services,Road Transport,6.50,,5.11,0.00,-0.10,-162.50,10.17,7.17,15.82,1.05,-102.94,-13.83,202606.00,-0.03,-0.13,27.87,14.90,0.94
Mahindra Holiday,533088,MHRIL,INE998I01010,Leisure Services,Hotels & Resorts,192.90,83.34,3897.91,0.00,-8.55,-210.04,732.81,4.48,8.12,6.85,-63.89,1.92,202606.00,2.62,-0.43,-14.37,4.92,1.63
Manappuram Fin.,531213,MANAPPURAM,INE522D01027,Finance,Non Banking Financial Company (NBFC),319.90,20.72,30049.38,0.61,584.77,322.45,3034.16,34.11,8.25,4.68,81.21,32.44,202606.00,15.97,6.22,-15.73,3.60,1.46
Manba Finance,544262,MANBA,INE939X01013,Finance,Non Banking Financial Company (NBFC),133.60,13.75,671.20,0.77,13.26,36.00,92.60,38.21,12.49,31.73,15.34,33.24,202606.00,9.73,2.64,-9.33,3.80,1.40
